N,P,K,temperature,humidity,rainfall,ph,soil_type,month,season,label
113,104,125,15.98,33.43,262.57,5.38,sandy,2,rabi,rice
81,65,116,23.42,30.39,184.21,6.79,loamy,6,kharif,rice
62,89,78,13.56,30.91,262.48,4.94,clay,9,kharif,maize
139,74,174,36.18,46.97,108.79,4.75,clay,4,zaid,maize
40,107,108,13.59,66.54,55.94,7.49,loamy,4,zaid,maize
131,82,53,16.58,76.87,121.72,8.49,sandy,1,rabi,maize
134,133,100,14.89,39.8,298.74,8.33,sandy,6,kharif,rice
67,38,122,22.22,31.2,166.89,7.26,loamy,3,zaid,maize
11,56,81,29.86,72.52,41.36,5.75,loamy,12,rabi,rice
12,85,193,34.46,80.33,109.31,6.6,clay,6,kharif,rice
131,53,147,21.35,60.47,217.47,4.85,clay,11,rabi,wheat
101,122,13,13.69,90.83,186.32,8.21,clay,7,kharif,rice
85,103,90,32.69,82.41,99.73,6.73,sandy,6,kharif,rice
51,65,179,16.19,67.68,148.97,8.14,sandy,5,zaid,maize
119,60,200,24.66,32.51,154.01,6.33,sandy,4,zaid,rice
29,10,9,17.88,30.24,116.05,5.69,loamy,11,rabi,wheat
132,135,127,35.56,93.35,200.83,7.56,loamy,3,zaid,rice
40,47,30,17.42,52.34,280.48,7.79,loamy,10,rabi,wheat
59,116,128,22.58,88.83,217.77,4.9,sandy,9,kharif,rice
83,20,102,27.39,63.78,53.76,6.32,sandy,6,kharif,maize
128,126,169,28.71,88.89,14.13,6.34,sandy,5,zaid,maize
47,19,51,27.08,78.35,120.42,8.03,clay,8,kharif,maize
32,36,27,19.65,38.89,289.83,6.54,clay,5,zaid,maize
82,43,102,20.91,34.87,134.22,4.83,sandy,5,zaid,maize
80,98,177,36.41,68.41,178.68,6.01,loamy,5,zaid,maize
52,15,28,19.98,75.62,54.35,6.55,clay,5,zaid,maize
82,29,41,13.49,60.23,185.98,4.7,sandy,10,rabi,wheat
89,70,139,13.29,71.2,204.46,5.12,clay,9,kharif,rice
67,122,51,18.97,73.48,290.29,6.35,loamy,10,rabi,maize
52,7,175,34.63,49.53,259.26,8.21,clay,9,kharif,cotton
83,119,67,26.68,43.92,16.26,4.72,clay,6,kharif,maize
46,48,173,12.38,46.93,136.95,5.84,sandy,8,kharif,maize
102,17,73,36.3,84.87,131.25,4.99,clay,7,kharif,rice
96,114,38,32.01,85.18,182.23,5.91,sandy,10,rabi,rice
99,90,183,30.17,82.24,38.47,7.7,loamy,4,zaid,maize
28,43,20,14.37,57.87,90.21,4.72,sandy,11,rabi,wheat
24,125,106,26.49,41.22,287.7,6.42,clay,4,zaid,maize
39,107,15,13.69,30.45,124.2,6.4,clay,8,kharif,maize
63,103,17,37.27,55.67,238.78,7.93,sandy,7,kharif,maize
81,7,148,15.51,72.32,128.27,5.24,sandy,12,rabi,wheat
23,48,58,30.2,67.05,113.73,6.59,sandy,9,kharif,maize
86,113,155,21.17,81.72,122.19,7.45,clay,5,zaid,maize
87,92,43,39.84,86.11,28.28,4.61,loamy,5,zaid,maize
102,49,174,19.05,38.71,210.88,6.19,sandy,12,rabi,wheat
59,23,86,19.04,74.83,80.6,6.47,loamy,5,zaid,maize
99,62,98,24.13,51.17,44.03,5.63,clay,7,kharif,maize
72,141,148,32.91,37.03,212.22,5.78,loamy,4,zaid,maize
124,110,164,16.85,87.15,292.41,7.86,clay,6,kharif,cotton
85,82,169,28.54,57.6,152.52,7.36,sandy,4,zaid,maize
48,124,99,30.84,32.14,253.83,5.67,loamy,2,rabi,rice
127,32,58,34.65,50.37,179.9,8.31,clay,12,rabi,cotton
135,9,27,39.92,55.08,95.77,6.43,clay,2,rabi,wheat
45,23,22,30.49,84.61,191.9,4.74,loamy,6,kharif,rice
19,6,114,32.06,72.2,114.78,7.07,clay,4,zaid,maize
29,51,125,31.76,86.85,120.75,4.56,clay,8,kharif,maize
33,120,30,38.37,89.48,15.58,6.15,sandy,3,zaid,maize
26,143,164,16.94,64.7,260.82,5.27,clay,3,zaid,maize
92,99,80,24.23,51.44,162.82,6.65,sandy,3,zaid,maize
108,73,203,29.07,32.89,213.23,6.01,sandy,2,rabi,rice
68,97,147,24.49,35.03,264.0,7.68,sandy,5,zaid,maize
137,53,204,29.47,51.58,93.37,6.63,loamy,1,rabi,maize
81,125,116,22.72,72.73,279.9,6.6,loamy,12,rabi,wheat
79,137,69,38.88,61.38,209.29,7.35,sandy,12,rabi,wheat
50,112,69,39.12,49.6,200.75,7.6,clay,9,kharif,cotton
41,73,83,23.98,62.62,4.08,4.97,clay,9,kharif,cotton
47,21,83,10.07,70.71,282.49,7.86,clay,8,kharif,rice
92,107,75,21.23,65.69,299.13,5.25,loamy,7,kharif,rice
28,95,148,31.37,71.13,106.01,6.0,sandy,11,rabi,maize
113,29,42,15.89,30.32,294.94,7.27,sandy,6,kharif,maize
43,105,108,11.95,89.95,121.06,6.17,loamy,8,kharif,maize
51,20,52,14.61,61.84,272.37,6.06,clay,1,rabi,wheat
79,18,56,10.58,85.95,159.1,8.41,clay,2,rabi,wheat
43,6,82,12.94,58.66,10.23,6.8,sandy,7,kharif,maize
61,6,35,28.03,78.41,283.47,8.45,sandy,12,rabi,maize
23,136,40,31.06,77.68,151.21,5.13,loamy,7,kharif,rice
14,119,156,23.67,52.83,226.65,7.57,sandy,1,rabi,wheat
28,120,130,21.5,47.82,18.12,5.48,loamy,5,zaid,maize
31,48,90,31.29,45.36,199.55,8.21,sandy,7,kharif,rice
10,80,194,10.24,73.15,129.39,6.45,clay,4,zaid,maize
96,90,144,39.51,71.67,171.93,6.96,sandy,10,rabi,wheat
22,128,132,31.58,48.91,134.6,7.82,clay,11,rabi,wheat
135,123,117,32.86,71.17,58.14,5.04,loamy,6,kharif,rice
90,9,56,36.97,62.75,136.95,7.74,clay,7,kharif,cotton
74,97,78,21.31,67.69,296.69,6.22,clay,2,rabi,wheat
104,102,145,38.17,49.02,255.68,6.12,sandy,9,kharif,cotton
60,5,115,25.68,82.95,259.31,6.7,sandy,6,kharif,rice
124,27,154,24.56,63.37,150.4,5.99,loamy,6,kharif,maize
93,19,105,13.97,71.92,191.66,5.4,sandy,10,rabi,rice
120,10,139,37.37,86.48,71.79,7.74,loamy,7,kharif,cotton
120,69,71,12.49,93.68,60.12,6.47,clay,12,rabi,wheat
60,93,22,35.39,35.07,228.73,7.51,loamy,4,zaid,maize
32,144,7,33.94,86.11,96.09,4.62,clay,6,kharif,rice
20,39,17,22.01,93.22,68.49,4.82,clay,6,kharif,maize
82,121,159,38.92,41.38,68.62,7.29,sandy,5,zaid,maize
90,84,107,37.41,70.3,55.81,6.18,sandy,8,kharif,maize
96,88,187,15.36,87.58,14.14,5.41,loamy,7,kharif,rice
118,62,82,10.59,83.35,121.03,7.11,sandy,8,kharif,maize
46,13,25,39.48,88.87,72.6,7.07,clay,5,zaid,maize
77,33,63,36.43,55.94,47.2,8.17,sandy,10,rabi,wheat
87,141,109,34.14,49.68,167.57,6.7,sandy,12,rabi,wheat
137,52,89,31.39,44.53,266.8,5.13,sandy,6,kharif,rice
135,68,153,32.39,31.15,273.95,5.05,sandy,5,zaid,maize
55,8,96,24.7,57.95,145.75,6.17,sandy,9,kharif,maize
122,106,132,20.54,54.66,258.85,7.22,sandy,7,kharif,cotton
138,63,81,10.24,87.22,131.0,6.9,clay,8,kharif,maize
133,40,179,17.95,37.29,67.16,8.32,loamy,1,rabi,wheat
69,134,6,39.07,59.15,219.84,7.47,sandy,3,zaid,maize
56,89,54,27.58,91.09,122.27,5.95,sandy,1,rabi,maize
53,60,119,13.67,70.2,114.93,8.42,loamy,7,kharif,rice
63,71,142,14.36,36.89,219.71,7.95,sandy,9,kharif,maize
75,70,46,11.95,88.05,242.54,6.49,clay,9,kharif,rice
26,69,22,21.04,70.93,253.39,5.91,loamy,12,rabi,rice
85,125,100,31.62,64.9,43.16,4.58,loamy,6,kharif,maize
38,134,143,25.98,89.53,263.35,5.36,clay,5,zaid,rice
51,138,185,17.0,80.51,183.67,4.82,loamy,6,kharif,rice
38,12,141,15.13,81.98,168.74,5.55,loamy,11,rabi,rice
77,115,61,27.65,36.54,269.97,7.38,sandy,6,kharif,maize
97,64,172,36.0,39.6,117.6,4.65,sandy,11,rabi,maize
41,138,22,25.31,59.85,253.24,5.43,clay,7,kharif,rice
94,78,142,37.46,40.47,172.07,5.42,sandy,5,zaid,maize
115,127,23,18.49,36.9,52.73,5.41,loamy,8,kharif,cotton
99,94,140,34.54,45.64,138.58,6.71,sandy,4,zaid,maize
25,108,146,23.43,75.13,218.73,5.6,loamy,5,zaid,maize
70,13,162,19.99,73.27,154.48,7.61,sandy,11,rabi,wheat
113,101,153,12.51,52.17,150.61,5.67,clay,7,kharif,rice
60,134,22,21.69,60.47,228.27,8.13,loamy,7,kharif,maize
17,42,78,19.05,54.15,55.69,7.52,clay,12,rabi,wheat
25,121,108,18.29,74.63,150.32,8.22,sandy,8,kharif,maize
25,99,147,11.08,83.12,184.12,7.72,clay,7,kharif,rice
91,113,177,26.21,48.27,57.36,6.17,sandy,5,zaid,maize
60,124,112,37.15,89.74,256.23,5.85,clay,10,rabi,rice
16,5,34,17.7,34.34,242.42,7.27,sandy,8,kharif,maize
17,62,9,22.64,50.29,197.83,4.68,clay,4,zaid,maize
116,15,80,23.34,88.27,89.21,7.75,sandy,10,rabi,wheat
51,65,203,10.78,34.21,20.83,7.67,clay,4,zaid,maize
112,61,45,14.54,44.19,168.75,6.75,clay,5,zaid,rice
105,28,176,12.24,77.76,236.28,7.58,clay,11,rabi,wheat
44,118,64,15.03,80.46,234.84,5.51,clay,5,zaid,rice
114,42,59,36.39,39.58,142.25,5.21,loamy,10,rabi,rice
87,110,18,17.69,49.79,129.63,5.69,sandy,3,zaid,maize
109,14,103,10.45,91.19,12.94,6.68,loamy,7,kharif,rice
18,119,66,12.99,61.61,38.96,7.11,sandy,11,rabi,wheat
96,78,166,39.33,64.04,276.96,6.73,sandy,5,zaid,maize
18,81,203,13.84,43.25,46.63,8.22,clay,5,zaid,wheat
135,100,130,32.64,87.16,251.2,5.6,sandy,8,kharif,rice
122,89,71,21.44,35.18,193.43,7.24,clay,10,rabi,wheat
48,35,171,15.68,33.45,1.37,6.06,loamy,3,zaid,maize
78,32,163,23.37,39.26,232.54,5.85,clay,4,zaid,maize
114,55,23,35.65,69.41,179.54,5.82,clay,7,kharif,rice
54,91,101,25.43,93.97,290.41,6.37,clay,1,rabi,rice
61,91,42,23.21,54.71,268.19,7.6,loamy,9,kharif,maize
117,17,169,36.57,41.15,131.09,5.27,loamy,5,zaid,maize
73,62,174,12.06,48.39,6.65,8.12,sandy,8,kharif,maize
93,68,105,31.63,80.09,38.61,5.57,sandy,4,zaid,maize
119,33,57,16.95,72.01,55.02,6.63,sandy,5,zaid,maize
12,65,144,19.98,82.03,129.82,8.01,clay,1,rabi,wheat
14,79,59,12.81,70.39,35.79,7.42,loamy,4,zaid,maize
91,122,143,39.36,66.45,290.1,5.51,clay,6,kharif,maize
35,124,146,17.52,94.14,19.3,6.92,sandy,9,kharif,rice
17,93,142,10.74,49.36,154.23,7.71,sandy,3,zaid,maize
16,126,41,19.64,52.2,67.58,5.94,sandy,3,zaid,maize
84,67,127,32.09,39.4,43.42,7.75,clay,10,rabi,wheat
86,86,106,36.64,94.64,162.86,6.31,loamy,9,kharif,rice
119,82,95,31.69,54.72,145.35,6.59,clay,12,rabi,cotton
100,38,43,16.45,58.04,127.2,6.76,loamy,6,kharif,maize
53,69,204,17.28,66.08,173.74,7.1,sandy,3,zaid,maize
28,138,34,33.6,87.73,165.19,5.43,clay,8,kharif,rice
24,20,31,29.57,70.87,8.66,4.52,loamy,8,kharif,maize
97,128,192,23.72,32.13,50.5,5.39,loamy,9,kharif,rice
61,67,74,33.92,88.7,124.54,6.55,clay,2,rabi,rice
18,28,133,17.01,46.15,297.13,8.2,sandy,11,rabi,wheat
40,116,129,15.74,84.23,246.93,4.61,sandy,2,rabi,wheat
25,62,78,10.44,30.2,40.87,8.26,sandy,8,kharif,maize
64,58,143,11.27,48.56,35.64,6.11,clay,11,rabi,wheat
68,31,82,39.49,46.45,14.16,8.02,sandy,6,kharif,maize
47,89,15,17.2,85.05,223.52,6.05,sandy,9,kharif,rice
101,5,96,29.04,42.33,68.37,6.29,clay,7,kharif,cotton
73,19,199,16.42,82.76,207.46,7.53,clay,5,zaid,maize
71,89,122,20.71,73.57,69.36,5.16,clay,8,kharif,maize
23,50,59,31.25,76.26,208.99,7.72,loamy,12,rabi,rice
66,80,9,30.08,46.44,244.99,4.62,clay,5,zaid,maize
108,56,71,31.61,82.02,189.13,8.21,loamy,2,rabi,rice
125,106,34,19.87,64.57,55.5,6.98,clay,7,kharif,maize
34,93,63,25.11,41.47,225.77,6.86,sandy,3,zaid,maize
107,111,18,13.22,67.26,259.38,5.71,clay,11,rabi,wheat
101,83,62,33.6,73.32,66.69,5.84,loamy,5,zaid,maize
106,113,200,28.84,40.9,51.96,4.76,loamy,9,kharif,cotton
82,62,76,20.29,61.36,64.11,5.62,sandy,6,kharif,maize
136,127,27,27.01,59.03,86.91,5.65,sandy,3,zaid,maize
115,5,21,18.72,78.45,177.23,6.74,sandy,11,rabi,rice
75,52,133,10.48,30.98,38.03,5.47,loamy,11,rabi,wheat
39,30,192,15.46,60.77,123.55,8.12,loamy,6,kharif,maize
101,102,110,19.0,61.47,231.38,5.7,loamy,8,kharif,maize
79,53,158,17.4,84.73,220.75,6.85,clay,9,kharif,rice
15,93,17,38.55,59.33,245.41,5.93,loamy,5,zaid,maize
51,82,160,15.49,59.49,216.4,6.47,sandy,10,rabi,wheat
64,73,58,28.57,52.33,257.5,6.65,sandy,2,rabi,maize
20,142,141,26.79,63.5,273.83,7.6,sandy,9,kharif,cotton
40,115,148,38.47,76.49,2.04,8.02,loamy,8,kharif,maize
41,82,47,18.98,64.55,212.56,8.46,clay,3,zaid,maize
125,115,129,14.78,49.29,167.2,5.7,clay,10,rabi,wheat
98,53,75,10.45,50.64,191.7,6.69,sandy,6,kharif,maize
127,107,53,12.09,75.23,173.41,7.34,clay,10,rabi,wheat
101,109,106,36.69,90.57,32.09,4.84,loamy,6,kharif,rice
109,37,56,38.67,80.52,268.53,5.39,clay,8,kharif,rice
94,84,68,28.81,88.9,129.38,5.18,sandy,6,kharif,rice
14,28,198,28.09,30.81,19.88,5.77,clay,12,rabi,wheat
90,63,11,35.71,31.77,191.32,5.86,clay,5,zaid,maize
42,141,170,30.47,64.59,177.96,5.07,sandy,9,kharif,rice
115,30,76,21.97,84.04,238.43,7.77,sandy,2,rabi,rice
28,40,200,27.53,84.2,64.66,5.01,sandy,4,zaid,maize
49,20,95,29.06,92.2,72.18,7.59,loamy,9,kharif,cotton
102,126,147,16.18,45.82,68.25,7.69,loamy,3,zaid,wheat
74,37,154,15.84,38.89,132.0,6.45,loamy,11,rabi,wheat
59,35,109,22.52,78.08,293.01,6.13,sandy,8,kharif,maize
109,119,160,31.22,69.23,253.04,4.87,sandy,8,kharif,maize
26,56,149,17.72,81.89,26.31,7.61,loamy,6,kharif,rice
64,108,144,19.94,85.24,202.65,7.37,clay,9,kharif,maize
55,42,177,11.63,81.43,107.76,8.47,clay,6,kharif,maize
82,126,149,23.62,48.03,290.29,8.23,loamy,4,zaid,maize
118,103,9,23.58,89.75,96.69,4.96,clay,11,rabi,wheat
133,44,31,34.05,94.96,6.59,8.43,clay,10,rabi,wheat
36,18,34,15.98,65.86,164.23,6.36,sandy,7,kharif,maize
19,130,38,33.89,76.33,63.78,7.35,sandy,9,kharif,maize
54,29,82,24.35,61.51,275.68,6.33,loamy,11,rabi,wheat
62,98,9,12.74,57.85,253.11,6.22,loamy,6,kharif,maize
78,14,44,36.62,47.02,62.99,5.3,clay,2,rabi,wheat
59,103,75,30.2,45.14,99.14,5.07,loamy,1,rabi,wheat
83,137,26,28.19,65.06,190.18,5.44,loamy,12,rabi,rice
73,100,54,38.14,45.32,206.1,5.59,loamy,9,kharif,rice
45,15,87,30.07,33.64,28.05,4.97,loamy,12,rabi,wheat
113,93,31,31.75,86.94,290.07,8.06,loamy,12,rabi,rice
19,120,134,21.6,45.14,177.57,5.26,clay,9,kharif,rice
96,130,138,20.02,77.88,74.47,6.1,loamy,10,rabi,wheat
120,103,155,18.47,53.97,100.84,7.22,sandy,11,rabi,wheat
51,75,106,32.67,56.66,150.93,5.64,loamy,8,kharif,rice
22,21,132,23.12,63.76,255.8,4.9,sandy,6,kharif,maize
79,110,154,33.25,38.86,214.69,7.57,loamy,4,zaid,maize
62,60,151,36.04,92.24,109.77,6.71,loamy,4,zaid,maize
75,19,87,33.89,31.03,148.83,4.95,clay,11,rabi,wheat
10,7,167,11.18,74.54,288.44,7.92,loamy,3,zaid,maize
62,95,190,25.23,41.19,172.77,6.23,loamy,10,rabi,wheat
43,110,160,32.44,68.81,49.78,5.97,sandy,8,kharif,maize
109,25,124,21.64,47.77,267.48,5.44,clay,2,rabi,wheat
126,88,36,15.11,76.84,49.19,6.21,sandy,11,rabi,wheat
137,85,42,20.21,75.67,9.06,6.9,clay,7,kharif,maize
108,115,107,23.62,30.13,44.61,5.2,clay,9,kharif,rice
123,57,106,24.71,30.17,52.84,5.25,loamy,4,zaid,maize
104,44,191,34.64,86.09,250.23,5.6,clay,12,rabi,rice
61,35,127,22.13,45.14,60.82,5.75,sandy,8,kharif,maize
135,121,25,39.15,83.13,109.44,4.6,clay,10,rabi,wheat
35,68,149,28.9,91.4,209.37,5.22,loamy,12,rabi,rice
25,120,161,19.21,76.08,205.75,6.15,sandy,9,kharif,maize
52,37,19,39.17,62.42,234.27,6.53,sandy,2,rabi,wheat
95,138,158,22.62,43.52,91.93,7.79,loamy,5,zaid,maize
56,19,34,16.35,39.14,40.25,7.47,sandy,9,kharif,maize
58,142,107,23.95,31.23,13.85,7.43,sandy,3,zaid,maize
132,17,170,11.58,80.23,287.33,7.89,sandy,11,rabi,wheat
36,110,32,14.93,81.49,193.82,8.45,loamy,10,rabi,wheat
83,115,176,33.67,52.9,72.33,7.53,clay,12,rabi,wheat
66,26,44,10.14,91.53,225.4,6.56,sandy,1,rabi,wheat
55,97,137,23.02,78.37,195.99,7.28,sandy,8,kharif,maize
14,66,179,21.09,79.71,92.46,5.61,clay,10,rabi,wheat
87,96,48,38.03,69.47,123.82,6.51,sandy,12,rabi,maize
82,91,133,36.81,70.77,299.85,6.05,loamy,4,zaid,maize
84,55,129,20.48,30.28,176.53,6.21,sandy,8,kharif,maize
65,80,93,18.47,81.43,212.17,6.0,clay,2,rabi,wheat
103,82,159,35.62,68.41,285.83,6.89,sandy,10,rabi,wheat
12,22,8,24.79,75.04,108.86,5.38,sandy,5,zaid,maize
74,60,155,12.79,40.19,171.8,4.91,clay,5,zaid,maize
124,49,65,18.57,61.19,254.88,6.57,clay,9,kharif,maize
95,137,135,11.24,63.54,139.62,7.78,clay,1,rabi,wheat
26,68,107,36.67,92.65,121.73,5.3,sandy,8,kharif,rice
46,35,185,24.64,45.8,173.97,6.72,sandy,4,zaid,maize
43,41,154,19.68,45.31,144.35,5.74,clay,2,rabi,wheat
13,78,193,33.11,41.87,285.28,7.79,sandy,6,kharif,cotton
101,48,26,22.72,87.02,197.04,5.98,loamy,8,kharif,rice
28,43,163,33.9,69.9,166.39,7.72,loamy,2,rabi,cotton
58,141,135,10.87,42.68,149.53,5.02,loamy,5,zaid,maize
41,6,9,34.19,76.27,253.77,7.41,clay,9,kharif,rice
74,75,107,18.43,56.01,246.04,6.55,clay,1,rabi,wheat
29,44,45,36.62,60.51,186.39,7.42,sandy,12,rabi,maize
40,66,69,19.57,44.61,289.98,5.0,clay,10,rabi,wheat
32,60,85,27.25,34.44,138.08,6.32,sandy,1,rabi,maize
55,85,79,26.31,41.04,148.13,7.92,loamy,2,rabi,cotton
59,76,169,28.56,52.32,47.94,6.81,loamy,12,rabi,wheat
12,112,65,26.2,56.83,195.8,7.27,clay,5,zaid,maize
88,92,29,15.5,56.81,50.59,5.36,sandy,3,zaid,maize
90,75,89,11.42,61.86,66.42,6.04,loamy,9,kharif,maize
14,83,166,20.47,80.76,1.51,6.15,clay,11,rabi,wheat
68,103,158,17.91,83.89,271.72,5.23,clay,7,kharif,rice
28,61,103,38.98,60.2,198.83,6.52,clay,7,kharif,rice
33,34,9,19.98,42.5,33.57,5.49,clay,3,zaid,maize
16,112,176,39.23,37.61,205.3,5.46,sandy,6,kharif,rice
48,24,132,17.47,31.56,210.78,7.26,loamy,3,zaid,maize
116,122,22,34.35,47.63,47.95,6.83,clay,3,zaid,cotton
131,132,31,37.54,64.29,258.15,7.38,sandy,11,rabi,maize
72,140,123,22.13,31.12,287.49,6.96,clay,5,zaid,maize
109,75,82,34.44,74.13,117.34,8.26,clay,9,kharif,rice
117,65,145,27.62,65.17,52.31,8.28,sandy,6,kharif,maize
19,69,7,38.21,49.61,244.75,4.56,sandy,8,kharif,rice
46,48,27,29.48,42.34,260.06,5.73,sandy,12,rabi,maize
67,118,146,37.74,64.1,65.9,6.2,clay,5,zaid,maize
131,80,158,19.04,75.62,228.23,6.33,sandy,5,zaid,maize
55,141,23,16.34,51.5,200.75,6.14,sandy,6,kharif,maize
63,120,44,37.41,48.06,27.7,6.5,loamy,4,zaid,maize
139,41,151,14.94,85.0,19.04,7.06,sandy,6,kharif,maize
95,31,149,24.47,33.97,297.05,5.23,sandy,9,kharif,maize
31,137,123,20.0,83.21,155.2,4.8,sandy,12,rabi,wheat
23,104,19,19.48,84.46,0.28,5.83,sandy,10,rabi,wheat
25,50,72,15.83,36.22,284.99,4.76,clay,9,kharif,rice
118,109,181,13.22,78.25,116.99,5.27,loamy,5,zaid,maize
69,139,128,25.43,74.29,281.19,5.86,clay,12,rabi,maize
63,45,55,19.24,58.51,97.45,7.59,sandy,12,rabi,maize
59,41,36,18.55,74.73,209.49,4.65,sandy,6,kharif,maize
39,29,134,11.42,43.02,217.07,6.23,clay,12,rabi,wheat
106,94,178,27.23,65.59,137.91,7.44,clay,9,kharif,cotton
106,76,128,37.57,42.74,51.26,6.93,loamy,10,rabi,wheat
53,84,9,29.31,82.27,56.3,6.93,sandy,1,rabi,maize
94,143,110,11.05,38.18,16.36,8.49,sandy,1,rabi,wheat
60,143,62,32.74,48.73,163.4,6.77,clay,3,zaid,maize
40,118,35,24.16,57.61,273.52,7.22,loamy,10,rabi,wheat
122,125,37,13.72,51.23,264.04,8.14,sandy,11,rabi,wheat
135,12,76,39.96,89.76,237.5,8.01,clay,8,kharif,rice
45,89,177,38.52,68.26,246.07,5.24,sandy,8,kharif,rice
15,49,92,17.78,58.61,222.9,6.51,sandy,2,rabi,wheat
54,141,149,39.36,36.23,227.47,6.24,loamy,8,kharif,rice
127,100,103,17.62,33.04,263.83,8.31,sandy,12,rabi,wheat
79,110,20,37.45,55.46,116.46,5.41,loamy,8,kharif,maize
37,61,16,38.69,39.73,72.06,6.59,loamy,6,kharif,cotton
19,51,73,18.65,50.6,192.95,8.5,clay,2,rabi,wheat
64,106,158,28.06,62.84,23.21,5.8,clay,7,kharif,maize
80,17,150,14.66,36.56,272.89,7.07,loamy,4,zaid,maize
36,47,127,17.3,37.98,204.21,6.13,clay,10,rabi,wheat
17,15,32,19.21,74.17,31.55,6.62,clay,10,rabi,wheat
49,30,179,28.3,42.91,59.4,6.88,loamy,11,rabi,wheat
63,27,192,14.18,75.9,88.14,8.0,loamy,4,zaid,maize
85,90,183,19.41,49.95,29.66,8.09,clay,2,rabi,wheat
83,127,44,28.69,51.23,280.07,4.75,loamy,11,rabi,wheat
39,44,34,29.63,60.04,173.32,5.63,sandy,6,kharif,maize
111,110,33,28.69,37.1,190.45,5.06,clay,10,rabi,rice
29,116,182,21.93,32.93,78.93,7.19,clay,7,kharif,cotton
24,54,66,20.05,41.79,16.18,7.09,clay,5,zaid,maize
77,77,92,35.68,93.55,117.99,6.43,clay,12,rabi,wheat
20,44,38,17.12,46.48,160.79,8.42,clay,11,rabi,wheat
76,46,46,39.02,57.6,277.28,5.52,clay,3,zaid,maize
123,17,138,17.61,45.63,74.11,5.37,loamy,6,kharif,cotton
92,28,25,30.51,52.82,202.74,5.31,clay,2,rabi,wheat
75,16,113,31.22,90.87,95.52,7.47,sandy,9,kharif,maize
42,94,30,17.77,43.17,51.18,4.52,clay,4,zaid,maize
111,25,24,22.1,50.27,279.72,5.99,loamy,1,rabi,rice
119,128,72,22.13,50.15,87.12,6.04,loamy,12,rabi,wheat
123,68,54,16.73,94.84,4.5,8.44,clay,3,zaid,maize
30,84,57,13.22,85.64,118.89,7.58,clay,3,zaid,maize
63,108,125,16.01,73.83,281.88,5.73,loamy,2,rabi,wheat
63,23,41,34.03,83.31,32.64,7.41,clay,1,rabi,wheat
41,36,154,30.68,41.58,204.76,7.93,loamy,10,rabi,wheat
139,24,10,33.92,30.9,241.74,6.56,clay,3,zaid,rice
117,118,8,31.46,92.84,16.81,8.2,clay,7,kharif,rice
39,110,39,27.96,47.07,50.14,6.36,loamy,9,kharif,cotton
102,139,40,36.52,43.9,234.49,7.36,clay,8,kharif,cotton
79,31,17,25.26,44.41,225.76,8.27,clay,2,rabi,wheat
72,52,103,11.56,84.85,243.46,6.15,loamy,9,kharif,rice
104,94,187,17.49,44.09,203.6,5.8,loamy,2,rabi,wheat
56,43,102,28.72,94.59,28.61,7.48,loamy,2,rabi,wheat
51,130,178,25.26,82.73,272.56,8.36,clay,5,zaid,maize
102,122,173,29.14,63.73,8.73,4.59,clay,4,zaid,maize
113,130,16,12.53,32.41,91.15,7.16,clay,2,rabi,wheat
136,104,44,12.0,78.77,3.71,5.21,loamy,1,rabi,wheat
84,112,7,15.39,60.84,26.95,7.25,sandy,7,kharif,maize
61,84,93,13.5,45.79,156.67,5.89,sandy,5,zaid,maize
27,133,182,29.78,78.71,129.08,5.36,loamy,2,rabi,rice
16,43,109,38.13,41.88,196.24,8.02,sandy,12,rabi,wheat
97,133,159,13.11,44.72,245.45,7.84,clay,12,rabi,wheat
48,40,25,10.63,90.04,282.84,7.56,sandy,6,kharif,rice
102,108,44,31.47,78.22,165.97,5.82,sandy,3,zaid,maize
21,110,76,34.03,47.25,265.98,7.54,loamy,7,kharif,cotton
10,8,106,13.23,39.86,142.68,8.41,sandy,5,zaid,maize
52,98,193,13.38,45.5,273.34,7.68,loamy,7,kharif,cotton
55,67,78,19.35,89.8,172.91,4.98,loamy,11,rabi,wheat
37,111,18,10.15,81.47,131.18,4.58,loamy,4,zaid,maize
99,68,17,10.73,55.93,159.38,8.02,sandy,1,rabi,wheat
98,17,79,34.74,53.82,133.45,5.8,loamy,9,kharif,maize
97,45,61,32.75,90.16,92.38,7.83,clay,4,zaid,cotton
22,12,123,33.69,46.59,286.81,6.09,sandy,1,rabi,wheat
120,21,186,14.04,89.43,51.75,7.13,clay,2,rabi,wheat
92,109,81,20.37,77.8,43.03,4.86,clay,5,zaid,maize
25,37,10,33.93,70.44,180.49,8.24,clay,1,rabi,rice
53,130,52,16.92,37.78,46.21,6.75,loamy,5,zaid,maize
61,90,17,20.07,86.54,198.69,5.19,loamy,2,rabi,rice
114,93,87,12.42,79.97,43.54,5.9,clay,11,rabi,wheat
10,8,62,21.5,63.55,271.7,6.26,loamy,1,rabi,wheat
32,74,185,21.14,74.27,252.37,6.7,clay,1,rabi,rice
112,92,100,22.74,42.65,152.55,5.55,clay,2,rabi,rice
66,96,58,18.88,87.05,101.59,4.68,clay,3,zaid,maize
93,65,131,25.67,81.06,82.26,4.78,loamy,8,kharif,cotton
108,61,11,13.05,63.03,95.11,7.55,sandy,11,rabi,wheat
20,21,148,35.51,59.61,89.18,7.07,loamy,4,zaid,maize
116,23,181,14.9,62.32,203.06,6.4,loamy,7,kharif,rice
